text,target
finally! updated...oohh I sooo miss the internet {sorry to say that woop2x may not open apr.10}  so how's it goin'??,0
"Why is it that I have 46 followers, none of whom acknowledge me? ",0
is playingggg restaurant city ,1
&quot;Who is your favorite vintage designer?&quot; Lucy: &quot;Topshop.&quot; I miss cycle 3 of britain's ntm. ,0
"@amber_benson oh no, the one day i didnt go into uni =(. if u decide to do the harbour bridge climb, make sure you go to the bathroom 1st ",1
Just finished Killzone 2 - very satisfying ,1
Nespresso in my office - present from my boss - damn this roXX... zeker nu! ,1
"@trentvanegas twitter ain't broke, Trent, they got plenty of dough ",1
Back to work! ,0
No snoo-snoo for you ,0
"OH, and thanks again to @cwelchtn and @chipdaves for walking to my car and listening to the Beatles with me  Love you guys.",1
Sooooooo busy right now. Have a lot of custom orders to catch up on! Haven't blogged since the 31st.  There aren't enough hrs in a day! ;),0
"@helenvking I feel for you, commuting on packed trains is hideous ",0
"Good morning! Ready 2 go, but I want 2 go back 2 bed ",0
Mmm BBQ chicken. BBQ fish. BBQ shrimp. Philipino garlic sweet peanuts. Doesn't get any better on a beautiful balcony ,1
@hellivina @IHOPness g'knight lovely ladies. i'm sleepy now ,0
@MissXu sorry! bed time came here (GMT+1)   http://is.gd/fNge,0
Loves the German bakeries in Sydney. Together with my imported honey it feels like home ,1
"dont forget to pick up three cd's today! Emerson Drive, Rascal Flatts and Jason Aldean ",1
"@amyxo yea thats what im doin, it just hurtsss   hows weston?",0
I'm going to love this season of the hills... I can tell!  Spartans sucked.    Goodnight!!,0
Done with the last meeting. Didn't go as bad as I thought it would ,1
Ug msu got killed last night. Oh well unc out played them. I would have won 140 in the work pool if msu had won. ,0
"@brightillusions  only one to fill that position. They've just tightened our borders or something  Which sucks, I want you to move here!",0
itttsss redsox seasonnnnnn ,1
@Jonathanrknight so good knight and sleep well.  I know I will now!! ,1
This is the best leather sofa in the world!  It's in the office though which means I'm still here working ,0
@Latesa Thinking of you and sending you hugs &amp; smiles  Hoping your chemo is almost over-holding your hand and praying-HUGS!,1
Goood morning ,1
http://twitpic.com/2y8eb - Mee at a partyyy..that is not alchohol in my hand.......well ahah ,1
"@bumbers Even though this will be my 3rd SlingPlayer Mobile, but I am as excited as ever ",1
Once again stayed up to late and have to start too early  It is a good thing I like my job,1
@RumLover if more than one lady agrees to attend with with you then I am fine with it! ,1
now thick as theives is playing ,1
lying down.. comfortably ,1
Looking for good captcha alternative concepts. Are there any experts out there ,1
@JodieWanKenobie Oh yer btw before i go i direct messaged you  not good news im afraid :'(,0
Still stuck with the Microsoft specialist... Won't this day ever end! ,0
"i'm in my clinic, its booring  http://twitpic.com/2y6qq",0
@elmardc ok thanks elmar! ,1
@Viennah Yay! I'm happy for you with your job! But that also means less time for me and you... ,0
@cathrynscott thank you - nor me ,0
Still very cold and snowy and working late ,0
"@ALEXRUSSIN Lucky, I missed it ",0
@BlokesLib Whats the name of that movie? ,1
SHOULD PACK BUT IS A LAZY CRAP. am twittering and myspacing atm ,1
My throat really hurts ,0
@bradiewebbstack vegetables ,1
@RumLover No! u supposed to be my date ,0
@dajbelshaw sounds like my every day  except gym,0
@maadonna LOL well I've also had a scotch so don't trust what I say a monitor should look like ,1
@mariapetersen I'll try my best to be at the Heather tomorrow for the tweetup ,1
@jazred87 i told you if I caved I'd end up abusing it... much like I do Facebook. It's because I don't have any real friends ,0
@thesage1014 I wish I could! Gotta work though ,0
Know exactly how you feel man  re: http://ff.im/1XTN7,0
Off to bed ... damn end of daylight savings - means my son will be awake at 5.30am ,0
why am i still up. Great now I have to shower and go to class. ,0
"@hansonmusic http://twitpic.com/2y0cg - Nice dishes Taylor and the table is set so nice, very formal. Looks like you had a great meal ",1
Last call soon! Slow night ,1
@KateKendall me too! Nice work Kate ,1
@maddysen lol omg check my profile in 5 mins ,1
"@ballookey Recoil pal? I'm a guy like me!  I will grab this up online tomorrow, currently texting from bed like a moron.",1
@aplusk i'm not well just wanna say hi!!!! ,1
@Pinkduffer Awesome ,1
Someone somewhere didn't like Sheepish http://www.smartestgames.com/gotdhistory.php?id=141 ,0
@hannahpoulton good morning! you sound very chirpy ,1
Going deaf in my right ear. Too many feedback squalls at soundchecks.  In with the earplugs,0
i got very excited last night when my uggs arrived ,1
@mariannemarlow Hehe Watch out for it tho  Have a great morning at your end...,1
thinking how i am actually gonna revise for my gcse's which are very soon unfortunately ,0
@clark_j   Hi yourself.  Only a few words sorry ,1
ugh! i wake up and ff goes to sleep  guess i should just do more revision,0
 i close my eyes nd i see your face..:/ whens it gonna stop? ::sigh times 5::,0
"@Plip Would love to try Trillian Astra, but it's a closed beta and they won't let me in ",0
@danishkanavin no the idiot who took it ,1
"Ugh, fixed my #iPhone syncing issue,  just two days ago, now it's back again. Not happy. ",0
@mydesire I saw that earlier on Darker Sights/Sounds. I subscribe to that blog in my google reader.  Yummmminesssssss.,1
Damp!!! I couldn't wear jeans cuz they were too wet so I had to wear regular sweat pants! I look terrible! Oh &amp; I forgot my snack! ,0
Long. Live. Life ,1
"@lauramumford haha, don't worry my twitter friend, no 1 knows what they are doing at first ",1
@deepbluesealove  Have a good evening sweetheart {{hugs}} thanks for the tunes glad i got you closer to your blip goal ,1
Got the tube at peak hour &amp; got a seat?! wooh! Stupidly/dilariously happy at that... how sad lol ,1
@WakeUpCall1079 i listen to you guys every morning!  thanks for the great shows ,1
Com mtoooo friooooo ! ,0
not a good moment for my e-mail to stop working ,0
@JonathanRKnight you can DIRECT MESSAGE us/me/all of us...whatever you want ,1
@makemineamac feels great  thankyou ,1
@gabrielmansour multiple books at a time. although i have a bad habit of not finishing books ,0
@richardpbacon we were making electromagnets  I doubt she'd remember- tis not very show biz,1
god damn...these hurt ribs are seriously cramping my exercise style. ,0
OK... Gotta find some friends or something it's shameful giving updates to myself... ,0
"@azmamakim Now I get to take Ash to and from school   Mornings will be crazy, but my kiddos will love it!",1
"@Rockchic65 I normally go with pumpkin patch, but a bit skint at the minute ",0
@aplusk no income tax? I'll be there in a sec! ,1
Headed to SFO for early flight to San Diego. Homesick already. Sniff sniff. ,0
@Shadez err the storm has ended. not sure who's been devastated more ,0
"sitting at home, watching Jeremy Kyle and bored! ",0
is missing my man but is keeping busy with the family staying ,1
the best way to succeed is to make all the right mistakes ,1
@lucasdiaz how do you have it already?? gosh i'm thrilled ,1
good evening to all  http://plurk.com/p/n17gf,1
haha im so lame its 7.30 and im off 2 bed  lol c u at 2.30!!!!!!,1
"@cyantificNHS air nz are shit! Dunners is cool tho, enjoy NZ ",1
Going to the toilet cause I have to take a leak for over an hour now. ,1
is thinking big v twin ,1
"@loltothepower correction, i GOT a badass fringe. ",1
"Slept badly.  Still feel like hell, but maybe not as bad as yesterday.  Why am I /always/ ill when I take time off work? ",0
I'm sorry. I've ruined everything between us. forgive me? ,0
yeay have a parking space from tomorrow  thats an extra half hour in bed in the mornings - apart from the day I have to fly get up at 0515,1
@ysnjen its not the quantity of your users.. its the quality of your users  .. social media metrics!,1
"aww man, i cough a lot these days and my throat hurts like hell...i might get a doctor check-up ",0
@michellecottis  God! how many Tweets do you make a day. I have 89407 calls left for today ,1
Day 2 of wisdom teeth pain won't end ,0
There's a whole bunch of weird people following me... so I'll just do some more reading and pretend they aren't there ,1
@RockinRita So once again our plans fell through to meet up. ,0
@TheEngTeacher yes I believe I do. I am certain your hubby would know it more though ,1
Taking it slow today - still suffering from a lack of sleep. But as there's just a bit of patching today... *snore*  http://bit.ly/f5g3,1
http://twitpic.com/2y5s2 - PIC of me n my boo! MINE MINE allllll mine  My tiny little boo is thee best.,1
be offline ,0
@candyoh13 that was me 2 days ago ,1
@Nutronic Good luck! In general mate - most job centres are like that - so out of touch ,1
@JonathanRKnight You tweet while I'm doing a newscast or while I'm sleeping...I can't win! I'm glad u had a fantastic show...sleep well ,1
"these instructions are from stinksville. at the end of day one it's rovio: 1 jerry: 0. stay tuned.... paging dr @propmasta, america's cto ",1
"Argh, got up early for Girls Aloud on Freshly Squeezed and it was just the video ",0
8 page essay ,0
"Just got my presentation done, 23 slides done...  I'm crying for this week will be the hardest of all weeks.",0
yea it is so quiet around here cuz everyone has to work im bored to death with nobody to talk to ,0
@amyg0716 thats really sad  i wolud hate that! but i had choco milk earlier =D lol,0
Populating an online shop with Home Automation goodies! ,1
@babysitterdirec I was one of 5 kids  We didn't go on many holidays; there was too much to organize lol!,1
"@Janelle76 i want a phone that i can FB,MS, and twitter from!!!! ",0
I think I need to get laid. Sad revolution I had earlier rofl ,0
wondering why I am so stupid  Need to eat more fish I guess *sigh*...,0
The train is travelling at a speed that will get me to the gym before work ,1
cant be bothered gwtting dressed  x,0
"i have to study, but I don't want to  it's so booooooring",0
Just typed up massive trench warfare plans for the defense of the Papal States in 1983. &lt;3 forum-based geopolitical wargames. ,1
ugh just woke up with a headache... this should be interesting... bad dreams  *Stacia*,0
having a little go at building his &quot;gigography&quot; on songkick ,1
ChiefDelphi is down ,0
@zinziii dammit! when ya heading home? we didn't get messy drunk together at any point! ,0
Still very upset but strong;; barely slept last night so I'm going to try and sleep again. I miss him so muchh ,0
I saw Natasha today and it made me so happy. ,1
Ugh... Trraaffiiic... ,0
@mikeyway http://twitpic.com/2xznf - Niiice! ,1
Smugness gone. My train also failed to turn up so I'm heading for Victoria followed by an unpleasant tube ride to the City. ,0
@cosmicgirlie Thinking of you. Everything crossed  Turn baby turn!,1
Ugh studying today. I need a study place/study buddy! Anyone into it?! Its also lovely out   fuck the leaving cert.,0
"@cherrytreerec oh man, i can't see the vid.  its ot available in my country.",0
@ work and then &quot;school&quot;..... ,1
@holyschmoke You don't look old anyway - it's the smile that does it ,1
"3 days leave then Easter, no work for a week,  Except for the long list of DIY jobs to do at home, ",0
gonna be a hard day... not sure about this exam ,0
@djginaturner no le gusta house of house 5 min intro ,0
@nick_thompson  nick  I'd love to blame my oven I may have to blame the fact that I'd had a shed load of wine and was watching Top Gear! ,0
